"Año","Edad","Mujeres","Varones"
1855,0,45447.59,47243.97
1855,1,41169.33,42408.76
1855,2,38380.59,39569.14
1855,3,36343.37,37508.32
1855,4,35021.1,36294.81
1855,5,33940.74,35293.5
1855,6,32903.1,34210.04
1855,7,32111.77,33384.34
1855,8,31695.78,32573.68
1855,9,32520.62,32017.76
1855,10,32939.99,31450.46
1855,11,32288.02,30824.12
1855,12,31880.3,30434.71
1855,13,31744.7,29836.78
1855,14,32338.52,28647.34
1855,15,32538.49,27579.71
1855,16,31829.19,26950.23
1855,17,30976.84,26182.58
1855,18,29933.32,25041.77
1855,19,28877.35,23341.15
1855,20,27972.44,21990.32
1855,21,27307.26,21414.39
1855,22,26910.52,21066.61
1855,23,26457.09,20817.39
1855,24,25273.17,20355.88
1855,25,24245.16,19892.42
1855,26,23782.31,19515.99
1855,27,23102.55,18958.73
1855,28,22286.52,18299.98
1855,29,21431.38,17643.58
1855,30,20710.08,17095.99
1855,31,20203.69,16708.27
1855,32,19864.49,16473.88
1855,33,19683.85,16381
1855,34,19648.19,16407.83
1855,35,19477.03,16316.61
1855,36,19038.1,15991.85
1855,37,18459.3,15536.02
1855,38,17701.73,14961.98
1855,39,16778.93,14359.54
1855,40,16012.68,13841.37
1855,41,15559.3,13470.71
1855,42,15270.12,13245.16
1855,43,15139.1,13113.22
1855,44,15162.19,12992.33
1855,45,15113.2,12834.81
1855,46,14859.27,12594.84
1855,47,14460.61,12216.68
1855,48,13773.42,11624.92
1855,49,12652.66,10767.06
1855,50,11761.75,10066.61
1855,51,11408.9,9727.88
1855,52,11196.75,9519.5
1855,53,11301.11,9496.19
1855,54,12064.95,9790.18
1855,55,12522.18,9909.31
1855,56,12208.58,9610.77
1855,57,11765.09,9193.08
1855,58,10985.52,8545.04
1855,59,9545.43,7501.01
1855,60,8462.92,6687.69
1855,61,8173.53,6372.97
1855,62,7965.47,6132.68
1855,63,7764.46,5908.94
1855,64,7501.57,5651.44
1855,65,7243.34,5395.2
1855,66,7013.04,5151.67
1855,67,6742.9,4879.46
1855,68,6381.83,4586.02
1855,69,5837.89,4278.91
1855,70,5369.25,3987.78
1855,71,5087.96,3728.1
1855,72,4810.57,3487.32
1855,73,4547.35,3269.21
1855,74,4325.52,3089.41
1855,75,4077.22,2884.46
1855,76,3772.11,2627.94
1855,77,3462.19,2365.98
1855,78,3121.13,2090.34
1855,79,2708.44,1789.32
1855,80,2554.59,1635.48
1855,81,2216.88,1399.25
1855,82,1898.53,1188.73
1855,83,1607.92,1005.34
1855,84,1350.95,846.22
1855,85,1125.66,704.15
1855,86,931.08,575.62
1855,87,765.53,459.55
1855,88,624.17,357.8
1855,89,503.9,271.99
1855,90,402.3,203.7
1855,91,317.29,152.92
1855,92,246.99,114.36
1855,93,190.95,86.79
1855,94,147.64,68.33
1855,95,111.29,51.47
1855,96,81.79,36.84
1855,97,60.72,27.33
1855,98,45.08,20.87
1855,99,31,14.56
1855,100,19.92,9.02
1855,101,13.46,5.41
1855,102,8.84,2.9
1855,103,5.79,1.63
1855,104,3.42,0.75
1855,105,1.84,0.16
1855,106,0.82,0
1855,107,0.14,0
1855,108,0,0
1855,109,0,0
1855,110,0,0
2016,0,26510.13,28300.56
2016,1,26877.46,28432.74
2016,2,27442.37,28898.38
2016,3,28136.42,29548.73
2016,4,28964.73,30443.43
2016,5,29348.18,30719.54
2016,6,29159.09,30293.45
2016,7,29182.63,30211.52
2016,8,29158.85,30242.67
2016,9,28334.24,29493.89
2016,10,27597.61,28825.47
2016,11,27133.42,28583.37
2016,12,26611.7,28062.94
2016,13,26171.98,27336.69
2016,14,25984.13,26974.7
2016,15,26899.73,28019.06
2016,16,27662.95,29097.86
2016,17,28533.52,30103.27
2016,18,29213.7,30762.35
2016,19,30163.37,31841.6
2016,20,31094.84,32556.96
2016,21,33297.62,34079.65
2016,22,35265.03,35259.28
2016,23,36893.3,36222.56
2016,24,38419.14,37683.44
2016,25,38282.62,37977.22
2016,26,37121.19,37040.68
2016,27,36758.34,36534.46
2016,28,36896.97,36318.71
2016,29,36221.15,35412.17
2016,30,35804.41,34845.11
2016,31,35621.9,34357.2
2016,32,34871.74,33403.54
2016,33,35344.05,33646.56
2016,34,35540.3,33713.86
2016,35,35598.33,33974.26
2016,36,34381.41,33134.04
2016,37,33290.01,32189.83
2016,38,31514.38,30416.72
2016,39,30681.84,29739.26
2016,40,32310.84,31188.13
2016,41,32868.52,31462.22
2016,42,33363.17,32014.06
2016,43,35507.15,33886.63
2016,44,37807.17,35483.79
2016,45,39266.02,36465.71
2016,46,39267.62,36487.58
2016,47,40545.02,37726.5
2016,48,41080.54,38422.52
2016,49,41644.93,39287.05
2016,50,41323.89,39018.6
2016,51,42298.01,39792.03
2016,52,42173.67,39529
2016,53,41753.09,39383.31
2016,54,40759.88,38865.23
2016,55,39734.64,38009.52
2016,56,38328.47,36564.73
2016,57,38343.43,36303.84
2016,58,37089.87,35093.58
2016,59,35924.42,34178.77
2016,60,34974.33,33254.72
2016,61,33554.01,31784.8
2016,62,33284.67,31521.61
2016,63,32183.41,30441.25
2016,64,31527.75,29685.56
2016,65,31364.46,29516.57
2016,66,31568.65,29762.96
2016,67,32176.47,30221.51
2016,68,33570.81,31266.13
2016,69,32955.78,30451.93
2016,70,28887.93,26393.94
2016,71,26102.75,23481.52
2016,72,25723.84,22753.87
2016,73,24929.76,21442.49
2016,74,23330.08,19410.52
2016,75,22088.09,17977.86
2016,76,21605.61,17435.32
2016,77,21095.65,16896.78
2016,78,20317.08,15906.46
2016,79,19434.51,14664.34
2016,80,18405.87,13522.97
2016,81,17213.47,12408.95
2016,82,15911.82,11161.19
2016,83,14790.56,10046.51
2016,84,13831.05,9002.71
2016,85,12658.18,7829.42
2016,86,11274.09,6651.4
2016,87,9885.3,5571.29
2016,88,8539.48,4543.93
2016,89,7479.29,3798.77
2016,90,6393.88,3147.54
2016,91,5219.62,2466.21
2016,92,4261.04,1882.99
2016,93,3486.55,1396.82
2016,94,2795.75,1023.75
2016,95,2260.82,746.38
2016,96,1580.84,467.29
2016,97,929.18,247.8
2016,98,599.1,150.44
2016,99,428.51,97.08
2016,100,301.63,59.36
2016,101,200.3,36.86
2016,102,126.22,21.64
2016,103,70.27,9.25
2016,104,35.96,3.49
2016,105,18.33,1.43
2016,106,10.64,0.24
2016,107,4.94,0
2016,108,1.44,0
2016,109,0.34,0
2016,110,0,0
